snippet,sentiment,cleaned_snippet
"it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen . 
",1,interesting fun see goodall chimpanzees biggerthanlife screen
"it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke . 
",1,wont bust gut intended merely blandly cinematic surgical examination makes joke joke
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race . 
",1,somewhat crudely constructed gripping questing look person racked selfloathing becomes enemy race
"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya . 
",1,extends writings jean genet john rechy films fassbinder perhaps even nocturnal works goya
"narc may not get an 'a' for originality , but it wears its b-movie heritage like a badge of honor . 
",1,narc may get originality wears bmovie heritage like badge honor
"with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved . 
",1,films striking ending one realizes long way go fully understand sexual permutations involved
"[drumline] is entertaining for what it does , and admirable for what it doesn't do . 
",1,drumline entertaining admirable doesnt
"at its best early on as it plays the culture clashes between the brothers . 
",1,best early plays culture clashes brothers
"[a] rare , beautiful film . 
",1,rare beautiful film
"an unabashedly schmaltzy and thoroughly enjoyable true story . 
",1,unabashedly schmaltzy thoroughly enjoyable true story
"a thoughtful look at a painful incident that made headlines in 1995 . 
",1,thoughtful look painful incident made headlines 1995
"you walk out of the good girl with mixed emotions  disapproval of justine combined with a tinge of understanding for her actions . 
",1,walk good girl mixed emotions disapproval justine combined tinge understanding actions
"tsai ming-liang has taken his trademark style and refined it to a crystalline point . 
",1,tsai mingliang taken trademark style refined crystalline point
"purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro . 
",1,purely propaganda work unabashed hero worship nonetheless likely inadvertently timely invaluable implicit reminder role u foreign policy played rise castro
"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . 
",1,trimmed 20 minutes lavish threeyearold production enough grandeur scale satisfy grownup escapism
"we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed . 
",1,get truly unique character studies crosssection americana hollywood couldnt possibly fictionalize believed
"though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial . 
",1,though film clumsy ambitions equally admirably uncommercial
"daring , mesmerizing and exceedingly hard to forget . 
",1,daring mesmerizing exceedingly hard forget
"the dangerous lives of altar boys' take on adolescence feels painfully true . 
",1,dangerous lives altar boys take adolescence feels painfully true
"moore's performance impresses almost as much as her work with haynes in 1995's safe . 
",1,moores performance impresses almost much work haynes 1995s safe
"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last . 
",1,visits spymovie territory like novel cant put examines footnote history seldom brought light screen keeps guessing first frame last
"an absorbing , slice-of-depression life that touches nerves and rings true . 
",1,absorbing sliceofdepression life touches nerves rings true
"mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom . 
",1,mr parker brilliantly updated source grasped essence composing sorrowful hilarious tone poem alienated labor absurdist workplace sitcom
